Source,Target,combined_score
ATXN2,NEFH,0.451
ATXN2,TBK1,0.549
ATXN2,HNRNPA1,0.782
ATXN2,UBQLN2,0.779
ATXN2,HNRNPA2B1,0.649
ATXN2,VCP,0.64
ATXN2,MATR3-2,0.763
ATXN2,DCTN1,0.592
ATXN2,PRKN,0.693
ATXN2,UBQLN4,0.533
ATXN2,ITPR3,0.913
ATXN2,PINK1,0.56
ATXN2,OPTN,0.624
ATXN2,SQSTM1,0.513
ATXN2,HNRNPA3,0.464
ATXN2,ATXN2L,0.953
ATXN2,SMCR8,0.401
ATXN2,KIF5A,0.45
ATXN2,VAPB,0.731
ATXN2,C9orf72,0.856
ATXN2L,TARDBP,0.572
ATXN2L,FUS,0.479
ATXN2L,ITPR3,0.908
ATXN2L,NCBP1,0.427
ATXN2L,POM121C,0.537
BAD,TNFRSF1A,0.491
BAD,PPP3R1,0.9
BAD,TP53,0.477
BAD,BAX,0.863
BAD,CYCS,0.51
BAD,CASP3,0.576
BAD,BID,0.832
BAD,ULK1,0.414
BAD,CASP9,0.577
BAD,NDUFA12,0.629
BAD,MTOR,0.416
BAD,BECN1,0.456
BAD,BCL2L1,0.999
BAD,PPP3CB,0.9
BAD,PPP3CA,0.9
BAD,PPP3R2,0.901
BAD,PPP3CC,0.906
BAD,BCL2,0.999
BAX,TNFRSF1A,0.402
BAX,XBP1,0.413
BAX,TRAF2,0.606
BAX,TP53,0.994
BAX,EIF2AK3,0.443
BAX,CASP1,0.469
BAX,HSPA5,0.479
BAX,TNF,0.503
BAX,GPX3,0.514
BAX,GPX2,0.518
BAX,GPX6,0.523
BAX,GPX8,0.523
BAX,GPX7,0.526
BAX,GPX5,0.528
BAX,MTOR,0.534
BAX,BECN2,0.548
BAX,TOMM40L,0.55
BAX,DDIT3,0.555
BAX,MAP3K5,0.662
BAX,TOMM40,0.689
BAX,BECN1,0.726
BAX,ERN1,0.815
BAX,CASP9,0.856
BAX,CASP3,0.884
BAX,PRKN,0.94
BAX,VDAC1,0.983
BAX,CYCS,0.993
BAX,BID,0.998
BAX,BCL2,0.999
BAX,BCL2L1,0.999
BCL2,RB1CC1,0.529
BCL2,GABARAPL2,0.528
BCL2,TNFRSF1A,0.661
BCL2,MAPK13,0.621
BCL2,MAPK12,0.421
BCL2,XBP1,0.666
BCL2,MAPK14,0.701
BCL2,PPP3R1,0.438
BCL2,TRAF2,0.503
BCL2,EIF2S1,0.592
BCL2,PIK3C3,0.976
BCL2,DAXX,0.558
BCL2,TP53,0.999
BCL2,SOD1,0.998
BCL2,SIGMAR1,0.603
BCL2,GABARAP,0.605
BCL2,EIF2AK3,0.729
BCL2,CYCS,0.997
BCL2,CASP3,0.987
BCL2,BID,0.998
BCL2,HSPA5,0.738
BCL2,ULK1,0.577
BCL2,NOS2,0.466
BCL2,CASP9,0.946
BCL2,MAPK11,0.652
BCL2,NDUFA4,0.422
BCL2,ERBB4,0.66
BCL2,PIK3R4,0.692
BCL2,MAP3K5,0.755
BCL2,MTOR,0.765
BCL2,GPX6,0.726
BCL2,GPX7,0.731
BCL2,BECN1,0.999
BCL2,PRKN,0.705
BCL2,SDHC,0.512
BCL2,TOMM40L,0.54
BCL2,ITPR3,0.993
BCL2,PINK1,0.636
BCL2,SDHB,0.61
BCL2,BCL2L1,0.999
BCL2,HDAC6,0.479
BCL2,GPX3,0.725
BCL2,GPX2,0.73
BCL2,SQSTM1,0.812
BCL2,PPP3CA,0.592
BCL2,VDAC1,0.998
BCL2,GABARAPL1,0.535
BCL2,NOS1,0.616
BCL2,COX4I1,0.639
BCL2,TOMM40,0.639
BCL2,GPX5,0.726
BCL2,GPX8,0.734
BCL2,ERN1,0.781
BCL2,CASP1,0.817
BCL2,TNF,0.885
BCL2,DDIT3,0.972
BCL2,BECN2,0.999
BCL2L1,RB1CC1,0.422
BCL2L1,GABARAPL2,0.46
BCL2L1,TNFRSF1A,0.613
BCL2L1,XBP1,0.484
BCL2L1,MAPK14,0.762
BCL2L1,EIF2S1,0.419
BCL2L1,PIK3C3,0.771
BCL2L1,DAXX,0.509
BCL2L1,TP53,0.999
BCL2L1,EIF2AK3,0.587
BCL2L1,CYCS,0.998
BCL2L1,CASP3,0.95
BCL2L1,BID,0.999
BCL2L1,HSPA5,0.571
BCL2L1,ULK1,0.44
BCL2L1,CASP9,0.992
BCL2L1,MAP2K3,0.433
BCL2L1,PIK3R4,0.425
BCL2L1,MAP3K5,0.543
BCL2L1,MTOR,0.813
BCL2L1,GPX6,0.477
BCL2L1,GPX7,0.499
BCL2L1,BECN1,0.999
BCL2L1,PRKN,0.777
BCL2L1,SDHC,0.4
BCL2L1,ITPR3,0.942
BCL2L1,PINK1,0.986
BCL2L1,SDHB,0.468
BCL2L1,HDAC6,0.417
BCL2L1,GABARAPL1,0.439
BCL2L1,GPX3,0.475
BCL2L1,GPX5,0.479
BCL2L1,GPX2,0.481
BCL2L1,SQSTM1,0.485
BCL2L1,GPX8,0.498
BCL2L1,DDIT3,0.52
BCL2L1,ERN1,0.522
BCL2L1,COX4I1,0.555
BCL2L1,CASP1,0.728
BCL2L1,TNF,0.878
BCL2L1,BECN2,0.992
BCL2L1,VDAC1,0.998
BECN1,RB1CC1,0.999
BECN1,GABARAPL2,0.992
BECN1,XBP1,0.59
BECN1,PFN1,0.657
BECN1,TRAF2,0.995
BECN1,EIF2S1,0.568
BECN1,PIK3C3,0.999
BECN1,WIPI1,0.926
BECN1,TP53,0.939
BECN1,SOD1,0.655
BECN1,RAB5A,0.992
BECN1,NRBF2,0.999
BECN1,WIPI2,0.939
BECN1,GABARAP,0.991
BECN1,EIF2AK3,0.596
BECN1,CYCS,0.778
BECN1,CASP3,0.925
BECN1,HSPA5,0.765
BECN1,ULK1,0.999
BECN1,TBK1,0.685
BECN1,CASP9,0.928
BECN1,MAP2K3,0.554
BECN1,PIK3R4,0.999
BECN1,MAP3K5,0.421
BECN1,MTOR,0.891
BECN1,GPX6,0.444
BECN1,GPX7,0.458
BECN1,GPX5,0.444
BECN1,GPX3,0.444
BECN1,GPX8,0.448
BECN1,GPX2,0.449
BECN1,COX4I1,0.481
BECN1,HDAC6,0.536
BECN1,DDIT3,0.543
BECN1,OPTN,0.583
BECN1,VDAC1,0.588
BECN1,TNF,0.602
BECN1,CASP1,0.613
BECN1,ERN1,0.619
BECN1,SQSTM1,0.958
BECN1,BECN2,0.972
BECN1,ITPR3,0.987
BECN1,GABARAPL1,0.987
BECN1,PRKN,0.989
BECN1,PINK1,0.996
BECN1,ULK2,0.997
BECN2,RB1CC1,0.954
BECN2,GABARAPL2,0.953
BECN2,PIK3C3,0.999
BECN2,WIPI1,0.43
BECN2,NRBF2,0.934
BECN2,WIPI2,0.485
BECN2,GABARAP,0.951
BECN2,CYCS,0.455
BECN2,CASP3,0.602
BECN2,ULK1,0.987
BECN2,PIK3R4,0.999
BECN2,MTOR,0.53
BECN2,PRKN,0.63
BECN2,PINK1,0.943
BECN2,SQSTM1,0.615
BECN2,ULK2,0.984
BECN2,GABARAPL1,0.953
BID,TNFRSF1A,0.8
BID,TP53,0.856
BID,CYCS,0.685
BID,CASP3,0.827
BID,TNF,0.467
BID,CASP9,0.664
BID,CASP1,0.941
C9orf72,RB1CC1,0.983
C9orf72,SETX,0.744
C9orf72,PFN1,0.67
C9orf72,FIG4,0.624
C9orf72,TANK,0.649
C9orf72,SPG11,0.623
C9orf72,SIGMAR1,0.614
C9orf72,SLC1A2,0.446
C9orf72,WDR41,0.999
C9orf72,RAB8A,0.98
C9orf72,GLE1,0.607
C9orf72,NEFH,0.591
C9orf72,ULK1,0.989
C9orf72,UBQLN3,0.41
C9orf72,MATR3-2,0.715
C9orf72,PRKN,0.518
C9orf72,UBQLN4,0.498
C9orf72,RAB39B,0.983
C9orf72,PINK1,0.48
C9orf72,UBQLN1,0.436
C9orf72,OPTN,0.774
C9orf72,HNRNPA3,0.749
C9orf72,ULK2,0.913
C9orf72,SMCR8,0.999
C9orf72,RAB1A,0.989
C9orf72,TNF,0.499
C9orf72,KIF5A,0.545
C9orf72,VAPB,0.746
C9orf72,NUP62,0.574
C9orf72,NEFL,0.596
CASP1,TNFRSF1A,0.74
CASP1,XBP1,0.419
CASP1,MAPK14,0.562
CASP1,TRAF2,0.551
CASP1,TANK,0.403
CASP1,TP53,0.876
CASP1,SOD1,0.419
CASP1,EIF2AK3,0.451
CASP1,CYCS,0.78
CASP1,CASP3,0.709
CASP1,HSPA5,0.473
CASP1,NOS2,0.428
CASP1,TBK1,0.602
CASP1,CASP9,0.712
CASP1,MAP3K5,0.524
CASP1,MTOR,0.453
CASP1,GPX6,0.41
CASP1,GPX7,0.43
CASP1,PRKN,0.41
CASP1,PINK1,0.447
CASP1,TNFRSF1B,0.439
CASP1,GPX3,0.41
CASP1,GPX2,0.415
CASP1,SQSTM1,0.451
CASP1,GPX5,0.41
CASP1,TNF,0.904
CASP1,ERN1,0.505
CASP1,GPX8,0.414
CASP1,DDIT3,0.46
CASP3,GABARAPL2,0.428
CASP3,TNFRSF1A,0.853
CASP3,MAPK13,0.484
CASP3,MAPK12,0.481
CASP3,XBP1,0.706
CASP3,MAPK14,0.817
CASP3,TARDBP,0.458
CASP3,TRAF2,0.599
CASP3,EIF2S1,0.647
CASP3,PIK3C3,0.489
CASP3,TP53,0.956
CASP3,SOD1,0.624
CASP3,SLC1A2,0.581
CASP3,EIF2AK3,0.776
CASP3,CYCS,0.997
CASP3,COX4I2,0.407
CASP3,ERBB4,0.407
CASP3,GRIN2B,0.425
CASP3,NDUFS1,0.429
CASP3,GABARAPL1,0.437
CASP3,ITPR3,0.438
CASP3,MAP2K3,0.444
CASP3,TUBB3,0.462
CASP3,ULK1,0.464
CASP3,NOS1,0.486
CASP3,HDAC6,0.494
CASP3,TBK1,0.53
CASP3,NOS2,0.537
CASP3,SDHC,0.543
CASP3,PRKN,0.559
CASP3,PINK1,0.592
CASP3,SQSTM1,0.672
CASP3,MAPK11,0.674
CASP3,MAP3K5,0.699
CASP3,ERN1,0.714
CASP3,MTOR,0.723
CASP3,VDAC1,0.725
CASP3,DDIT3,0.734
CASP3,GPX3,0.741
CASP3,GPX5,0.766
CASP3,GPX6,0.766
CASP3,GPX2,0.769
CASP3,GPX8,0.773
CASP3,GPX7,0.773
CASP3,HSPA5,0.793
CASP3,COX4I1,0.796
CASP3,TNF,0.939
CASP3,CASP9,0.999
CASP9,TNFRSF1A,0.634
CASP9,XBP1,0.549
CASP9,MAPK14,0.633
CASP9,TRAF2,0.447
CASP9,EIF2S1,0.508
CASP9,TP53,0.953
CASP9,SOD1,0.448
CASP9,EIF2AK3,0.616
CASP9,CYCS,0.999
CASP9,HSPA5,0.687
CASP9,PPP3CB,0.416
CASP9,PPP3CA,0.422
CASP9,PINK1,0.426
CASP9,HNRNPA2B1,0.444
CASP9,VDAC1,0.512
CASP9,GPX3,0.596
CASP9,GPX6,0.597
CASP9,GPX5,0.598
CASP9,GPX7,0.601
CASP9,DDIT3,0.602
CASP9,ERN1,0.606
CASP9,GPX8,0.609
CASP9,GPX2,0.609
CASP9,MAP3K5,0.611
CASP9,SQSTM1,0.613
CASP9,COX4I1,0.649
CASP9,MTOR,0.738
CASP9,TNF,0.816
CAT,SDHA,0.425
CAT,CYCS,0.445
CAT,SDHB,0.551
CAT,GPX2,0.557
CAT,GPX5,0.562
CAT,GPX6,0.562
CAT,GPX3,0.564
CAT,GPX7,0.625
CAT,GPX8,0.626
CAT,SOD1,0.92
CCS,NEFM,0.481
CCS,SOD1,0.999
CCS,SLC1A2,0.414
CCS,NEFH,0.47
CCS,GPX6,0.588
CCS,GPX7,0.595
CCS,GPX3,0.606
CCS,GPX2,0.583
CCS,RAE1,0.461
CCS,GPX5,0.568
CCS,GPX8,0.568
CCS,NEFL,0.407
CHMP2B,GABARAPL2,0.542
CHMP2B,TUBB1,0.525
CHMP2B,SETX,0.629
CHMP2B,PFN1,0.512
CHMP2B,FIG4,0.769
CHMP2B,TUBB2B,0.517
CHMP2B,SPG11,0.591
CHMP2B,PRKN,0.433
CHMP2B,SMCR8,0.455
CHMP2B,WDR41,0.461
CHMP2B,NEFH,0.474
CHMP2B,TUBA1B,0.503
CHMP2B,GABARAP,0.505
CHMP2B,TUBB4A,0.517
CHMP2B,TUBB2A,0.517
CHMP2B,TUBB4B,0.52
CHMP2B,TUBB6,0.521
CHMP2B,TUBB8,0.521
CHMP2B,HDAC6,0.524
CHMP2B,TUBB3,0.532
CHMP2B,TUBA1A,0.537
CHMP2B,GABARAPL1,0.541
CHMP2B,SIGMAR1,0.545
CHMP2B,TUBA3D,0.548
CHMP2B,MATR3-2,0.555
CHMP2B,TUBA3E,0.555
CHMP2B,TUBA8,0.572
CHMP2B,RAB5A,0.587
CHMP2B,TUBA1C,0.594
CHMP2B,TUBAL3,0.594
CHMP2B,OPTN,0.695
CHMP2B,VAPB,0.736
COX4I1,NDUFB4,0.942
COX4I1,UQCRC1,0.998
COX4I1,NDUFB7,0.967
COX4I1,COX6A1,0.999
COX4I1,NDUFS7,0.975
COX4I1,NDUFA2,0.981
COX4I1,NDUFA10,0.979
COX4I1,COX5B,0.999
COX4I1,NDUFB5,0.949
COX4I1,NDUFS3,0.993
COX4I1,SDHA,0.899
COX4I1,NDUFA9,0.995
COX4I1,UQCRC2,0.999
COX4I1,NDUFB10,0.994
COX4I1,TP53,0.505
COX4I1,SOD1,0.488
COX4I1,PSMB6,0.4
COX4I1,NDUFS6,0.969
COX4I1,NDUFB9,0.984
COX4I1,NDUFC2,0.958
COX4I1,COX6A2,0.998
COX4I1,COX7A1,0.989
COX4I1,NDUFS4,0.961
COX4I1,NDUFB8,0.99
COX4I1,NDUFA7,0.926
COX4I1,UQCRFS1,0.999
COX4I1,CYCS,0.966
COX4I1,UQCRH,0.997
COX4I1,NDUFS8,0.98
COX4I1,CYC1,0.999
COX4I1,COX5A,0.999
COX4I1,COX8A,0.996
COX4I1,HSPA5,0.441
COX4I1,NDUFV2,0.974
COX4I1,NDUFA12,0.971
COX4I1,UQCR10,0.996
COX4I1,NDUFA4,0.99
COX4I1,COX8C,0.788
COX4I1,NDUFV3,0.916
COX4I1,MT-CO1,0.999
COX4I1,MT-CYB,0.986
COX4I1,MT-ATP6,0.561
COX4I1,MT-ND6,0.903
COX4I1,GPX7,0.443
COX4I1,MT-ND1,0.944
COX4I1,MT-ND4L,0.885
COX4I1,MT-ND5,0.915
COX4I1,MT-CO2,0.999
COX4I1,MT-ND4,0.918
COX4I1,MT-CO3,0.999
COX4I1,MT-ND2,0.909
COX4I1,MT-ND3,0.897
COX4I1,PRKN,0.513
COX4I1,SDHC,0.761
COX4I1,NDUFS2,0.994
COX4I1,COX7A2,0.993
COX4I1,NDUFA1,0.943
COX4I1,NDUFS5,0.954
COX4I1,NDUFA8,0.981
COX4I1,PINK1,0.672
COX4I1,SDHB,0.932
COX4I1,SDHD,0.75
COX4I1,COX4I2,0.909
COX4I1,COX7A2L,0.967
COX4I1,UQCRQ,0.999
COX4I1,NDUFB6,0.963
COX4I1,SQSTM1,0.496
COX4I1,NDUFA4L2,0.766
COX4I1,VDAC1,0.862
COX4I1,COX7B2,0.947
COX4I1,NDUFA11,0.937
COX4I1,NDUFS1,0.965
COX4I1,NDUFB3,0.936
COX4I1,TOMM40,0.706
COX4I1,NDUFA5,0.962
COX4I1,NDUFA3,0.94
COX4I1,NDUFB2,0.898
COX4I1,NDUFA13,0.995
COX4I1,COX7C,0.999
COX4I1,COX6C,0.999
COX4I1,UQCRB,0.998
COX4I1,NDUFC1,0.886
COX4I1,DDIT3,0.581
COX4I1,COX6B2,0.91
COX4I1,NDUFB1,0.921
COX4I1,UQCRHL,0.931
COX4I1,NDUFAB1,0.936
COX4I1,NDUFA6,0.949
COX4I1,NDUFV1,0.976
COX4I1,UQCR11,0.991
COX4I1,COX7B,0.997
COX4I1,COX6B1,0.999
COX4I2,NDUFB4,0.531
COX4I2,UQCRC1,0.968
COX4I2,NDUFB7,0.701
COX4I2,COX6A1,0.996
COX4I2,NDUFS7,0.788
COX4I2,NDUFA2,0.569
COX4I2,NDUFA10,0.859
COX4I2,COX5B,0.994
COX4I2,NDUFB5,0.682
COX4I2,NDUFS3,0.834
COX4I2,SDHA,0.857
COX4I2,NDUFA9,0.907
COX4I2,UQCRC2,0.992
COX4I2,NDUFB10,0.915
COX4I2,NDUFS6,0.754
COX4I2,NDUFB9,0.883
COX4I2,NDUFC2,0.747
COX4I2,COX6A2,0.99
COX4I2,COX7A1,0.909
COX4I2,NDUFS4,0.649
COX4I2,NDUFB8,0.862
COX4I2,NDUFA7,0.573
COX4I2,UQCRFS1,0.993
COX4I2,CYCS,0.955
COX4I2,UQCRH,0.982
COX4I2,NDUFS8,0.837
COX4I2,CYC1,0.993
COX4I2,COX5A,0.999
COX4I2,COX8A,0.885
COX4I2,NDUFV2,0.79
COX4I2,NDUFA12,0.791
COX4I2,UQCR10,0.978
COX4I2,NDUFA4,0.806
COX4I2,COX8C,0.82
COX4I2,MT-CO1,0.961
COX4I2,MT-CYB,0.883
COX4I2,MT-ATP6,0.505
COX4I2,MT-ND6,0.444
COX4I2,MT-ND1,0.661
COX4I2,MT-ND4L,0.417
COX4I2,MT-ND5,0.523
COX4I2,MT-CO2,0.964
COX4I2,MT-ND4,0.566
COX4I2,MT-CO3,0.976
COX4I2,MT-ND2,0.499
COX4I2,MT-ND3,0.469
COX4I2,SDHC,0.714
COX4I2,NDUFS2,0.921
COX4I2,COX7A2,0.863
COX4I2,NDUFA1,0.515
COX4I2,NDUFS5,0.708
COX4I2,NDUFA8,0.81
COX4I2,PINK1,0.502
COX4I2,SDHB,0.829
COX4I2,SDHD,0.71
COX4I2,NDUFA11,0.496
COX4I2,DDIT3,0.539
COX4I2,NDUFB3,0.569
COX4I2,NDUFA5,0.602
COX4I2,NDUFAB1,0.603
COX4I2,NDUFA3,0.607
COX4I2,NDUFA6,0.624
COX4I2,NDUFS1,0.655
COX4I2,VDAC1,0.699
COX4I2,NDUFB6,0.773
COX4I2,NDUFV1,0.832
COX4I2,NDUFA4L2,0.836
COX4I2,COX7A2L,0.841
COX4I2,COX7B2,0.85
COX4I2,NDUFA13,0.909
COX4I2,COX7B,0.915
COX4I2,UQCRHL,0.926
COX4I2,COX6B2,0.926
COX4I2,UQCR11,0.935
COX4I2,COX6B1,0.981
COX4I2,COX6C,0.982
COX4I2,UQCRB,0.982
COX4I2,COX7C,0.991
COX4I2,UQCRQ,0.992
COX5A,NDUFB4,0.988
COX5A,UQCRC1,0.999
COX5A,NDUFB7,0.985
COX5A,COX6A1,0.999
COX5A,NDUFS7,0.984
COX5A,NDUFA2,0.972
COX5A,NDUFA10,0.981
COX5A,COX5B,0.999
COX5A,NDUFB5,0.992
COX5A,NDUFS3,0.996
COX5A,SDHA,0.815
COX5A,NDUFA9,0.991
COX5A,UQCRC2,0.999
COX5A,NDUFB10,0.993
COX5A,SOD1,0.419
COX5A,NDUFS6,0.987
COX5A,NDUFB9,0.996
COX5A,NDUFC2,0.976
COX5A,COX6A2,0.999
COX5A,COX7A1,0.994
COX5A,NDUFS4,0.988
COX5A,NDUFB8,0.996
COX5A,NDUFA7,0.959
COX5A,UQCRFS1,0.999
COX5A,CYCS,0.952
COX5A,UQCRH,0.995
COX5A,NDUFS8,0.994
COX5A,CYC1,0.999
COX5A,MT-ATP6,0.466
COX5A,DDIT3,0.613
COX5A,COX8C,0.671
COX5A,NDUFA4L2,0.759
COX5A,VDAC1,0.82
COX5A,COX7B2,0.853
COX5A,MT-ND4L,0.867
COX5A,MT-ND6,0.871
COX5A,MT-ND3,0.871
COX5A,NDUFB2,0.884
COX5A,MT-ND4,0.891
COX5A,MT-ND2,0.892
COX5A,SDHC,0.894
COX5A,MT-ND5,0.9
COX5A,MT-ND1,0.907
COX5A,UQCRHL,0.907
COX5A,NDUFA3,0.911
COX5A,NDUFB1,0.916
COX5A,NDUFC1,0.916
COX5A,SDHD,0.917
COX5A,NDUFA11,0.921
COX5A,NDUFV3,0.926
COX5A,NDUFA1,0.934
COX5A,SDHB,0.946
COX5A,NDUFB3,0.947
COX5A,NDUFS5,0.95
COX5A,NDUFS1,0.951
COX5A,COX7A2L,0.969
COX5A,NDUFS2,0.981
COX5A,NDUFA5,0.985
COX5A,NDUFA13,0.986
COX5A,NDUFAB1,0.986
COX5A,NDUFV1,0.987
COX5A,NDUFA6,0.987
COX5A,COX6B2,0.988
COX5A,MT-CYB,0.988
COX5A,NDUFA8,0.989
COX5A,COX7A2,0.991
COX5A,NDUFB6,0.994
COX5A,NDUFV2,0.994
COX5A,COX7B,0.995
COX5A,COX8A,0.996
COX5A,NDUFA4,0.997
COX5A,NDUFA12,0.997
COX5A,UQCR11,0.998
COX5A,COX6C,0.999
COX5A,MT-CO2,0.999
COX5A,COX7C,0.999
COX5A,MT-CO3,0.999
COX5A,COX6B1,0.999
COX5A,UQCR10,0.999
COX5A,UQCRQ,0.999
COX5A,MT-CO1,0.999
COX5A,UQCRB,0.999
COX5B,NDUFB4,0.984
COX5B,UQCRC1,0.999
COX5B,NDUFB7,0.995
COX5B,COX6A1,0.999
COX5B,NDUFS7,0.987
COX5B,NDUFA2,0.994
COX5B,NDUFA10,0.984
COX5B,TOMM40,0.41
COX5B,PSMB6,0.43
COX5B,SOD1,0.451
COX5B,VDAC1,0.512
COX5B,DDIT3,0.544
COX5B,COX8C,0.641
COX5B,NDUFA4L2,0.659
COX5B,MT-ND6,0.882
COX5B,MT-ND2,0.885
COX5B,MT-ND5,0.886
COX5B,SDHC,0.886
COX5B,MT-ND4L,0.894
COX5B,MT-ND3,0.9
COX5B,MT-ND4,0.904
COX5B,NDUFV3,0.916
COX5B,MT-ND1,0.918
COX5B,SDHA,0.925
COX5B,NDUFC1,0.933
COX5B,NDUFAB1,0.944
COX5B,SDHD,0.949
COX5B,NDUFB1,0.951
COX5B,COX7B2,0.959
COX5B,NDUFS1,0.96
COX5B,NDUFA3,0.961
COX5B,NDUFS5,0.962
COX5B,NDUFA1,0.963
COX5B,NDUFB2,0.969
COX5B,COX7A2L,0.972
COX5B,SDHB,0.972
COX5B,NDUFC2,0.972
COX5B,NDUFS4,0.975
COX5B,NDUFB6,0.977
COX5B,NDUFB3,0.977
COX5B,NDUFB10,0.98
COX5B,NDUFV1,0.981
COX5B,UQCRHL,0.981
COX5B,NDUFA7,0.982
COX5B,COX6B2,0.983
COX5B,NDUFA6,0.984
COX5B,NDUFS2,0.985
COX5B,NDUFS3,0.985
COX5B,NDUFA5,0.986
COX5B,NDUFA9,0.987
COX5B,NDUFV2,0.987
COX5B,NDUFA12,0.989
COX5B,NDUFB9,0.99
COX5B,NDUFB8,0.991
COX5B,NDUFB5,0.991
COX5B,NDUFA8,0.992
COX5B,MT-CYB,0.992
COX5B,NDUFA11,0.993
COX5B,CYCS,0.993
COX5B,NDUFS6,0.995
COX5B,NDUFA13,0.995
COX5B,NDUFA4,0.995
COX5B,COX7A1,0.996
COX5B,NDUFS8,0.996
COX5B,COX7A2,0.997
COX5B,UQCRH,0.998
COX5B,COX7C,0.999
COX5B,UQCR10,0.999
COX5B,UQCR11,0.999
COX5B,COX8A,0.999
COX5B,COX6B1,0.999
COX5B,MT-CO3,0.999
COX5B,UQCRFS1,0.999
COX5B,UQCRC2,0.999
COX5B,CYC1,0.999
COX5B,MT-CO2,0.999
COX5B,COX6C,0.999
COX5B,COX6A2,0.999
COX5B,UQCRB,0.999
COX5B,COX7B,0.999
COX5B,MT-CO1,0.999
COX5B,UQCRQ,0.999
COX6A1,NDUFB4,0.761
COX6A1,UQCRC1,0.989
COX6A1,NDUFB7,0.745
COX6A1,MT-ND5,0.463
COX6A1,MT-ND4,0.469
COX6A1,DDIT3,0.47
COX6A1,MT-ND2,0.477
COX6A1,MT-ATP6,0.505
COX6A1,NDUFB1,0.52
COX6A1,SDHA,0.527
COX6A1,NDUFC1,0.538
COX6A1,NDUFS1,0.551
COX6A1,NDUFB2,0.552
COX6A1,MT-ND1,0.553
COX6A1,SDHC,0.574
COX6A1,NDUFS2,0.591
COX6A1,NDUFA10,0.596
COX6A1,SDHD,0.607
COX6A1,NDUFA3,0.61
COX6A1,NDUFV1,0.612
COX6A1,NDUFA9,0.638
COX6A1,NDUFV3,0.643
COX6A1,SDHB,0.644
COX6A1,NDUFS4,0.66
COX6A1,NDUFAB1,0.69
COX6A1,NDUFA4L2,0.69
COX6A1,NDUFB3,0.697
COX6A1,NDUFA7,0.698
COX6A1,COX8C,0.734
COX6A1,NDUFA11,0.737
COX6A1,NDUFA1,0.742
COX6A1,NDUFC2,0.743
COX6A1,NDUFB5,0.747
COX6A1,NDUFS3,0.757
COX6A1,NDUFV2,0.757
COX6A1,NDUFS7,0.759
COX6A1,NDUFB6,0.763
COX6A1,NDUFA2,0.782
COX6A1,NDUFB10,0.808
COX6A1,COX7B2,0.827
COX6A1,NDUFA6,0.827
COX6A1,NDUFA8,0.83
COX6A1,NDUFS8,0.831
COX6A1,NDUFA13,0.837
COX6A1,NDUFS6,0.839
COX6A1,NDUFA5,0.848
COX6A1,NDUFB9,0.856
COX6A1,NDUFA12,0.864
COX6A1,NDUFB8,0.889
COX6A1,NDUFS5,0.895
COX6A1,CYCS,0.913
COX6A1,MT-CYB,0.924
COX6A1,COX6A2,0.936
COX6A1,UQCRHL,0.946
COX6A1,COX6B2,0.952
COX6A1,UQCRH,0.967
COX6A1,UQCR11,0.971
COX6A1,COX7A1,0.979
COX6A1,UQCRC2,0.98
COX6A1,COX7A2L,0.981
COX6A1,CYC1,0.985
COX6A1,UQCRFS1,0.986
COX6A1,UQCR10,0.995
COX6A1,UQCRQ,0.996
COX6A1,COX7B,0.996
COX6A1,UQCRB,0.997
COX6A1,COX7A2,0.998
COX6A1,COX8A,0.998
COX6A1,NDUFA4,0.998
COX6A1,COX6C,0.999
COX6A1,MT-CO2,0.999
COX6A1,COX7C,0.999
COX6A1,COX6B1,0.999
COX6A1,MT-CO3,0.999
COX6A1,MT-CO1,0.999
COX6A2,NDUFB4,0.93
COX6A2,UQCRC1,0.994
COX6A2,NDUFB7,0.961
COX6A2,NDUFS7,0.941
COX6A2,NDUFA2,0.944
COX6A2,NDUFA10,0.923
COX6A2,NDUFB5,0.933
COX6A2,NDUFS3,0.927
COX6A2,SDHA,0.457
COX6A2,NDUFA9,0.938
COX6A2,UQCRC2,0.995
COX6A2,NDUFB10,0.946
COX6A2,NDUFS6,0.96
COX6A2,NDUFB9,0.962
COX6A2,NDUFC2,0.92
COX6A2,DDIT3,0.474
COX6A2,MT-ATP6,0.502
COX6A2,SDHD,0.532
COX6A2,SDHB,0.542
COX6A2,SDHC,0.555
COX6A2,NDUFA4L2,0.649
COX6A2,COX8C,0.751
COX6A2,CYCS,0.779
COX6A2,NDUFB2,0.834
COX6A2,COX7A2L,0.837
COX6A2,COX7B2,0.842
COX6A2,COX7A2,0.844
COX6A2,MT-ND6,0.86
COX6A2,MT-ND4L,0.862
COX6A2,MT-ND3,0.872
COX6A2,MT-ND5,0.873
COX6A2,MT-ND2,0.879
COX6A2,MT-ND4,0.88
COX6A2,NDUFC1,0.882
COX6A2,NDUFV3,0.887
COX6A2,NDUFB1,0.897
COX6A2,MT-ND1,0.898
COX6A2,NDUFB3,0.9
COX6A2,NDUFA3,0.905
COX6A2,COX8A,0.905
COX6A2,NDUFS1,0.907
COX6A2,NDUFA7,0.912
COX6A2,NDUFA11,0.913
COX6A2,NDUFA1,0.915
COX6A2,UQCRHL,0.919
COX6A2,NDUFS2,0.919
COX6A2,NDUFAB1,0.926
COX6A2,NDUFS8,0.927
COX6A2,NDUFV1,0.931
COX6A2,NDUFV2,0.933
COX6A2,NDUFA13,0.938
COX6A2,NDUFB6,0.939
